No;Review
149;"""Buku ini mengajarkan sesuatu, “Bahwa hidup harus menerima... penerimaan yang indah. Bahwa hidup harus mengerti... pengertian yang benar. Bahwa hidup harus memahami... pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian, dan pemahaman itu datang.Tak masalah meski lewat kejadian yang sedih dan menyakitkan.
Dan aku yakin setiap orang memilikinya, memiliki jalan cerita masing-masing ketika berproses untuk menerima, mengerti, dan memahami apa yang terjadi di kehidupannya.

Daun Yang Jatuh Tak Pernah Membenci Angin... sama pula ketika aku membaca buku ini
Air Mata Pembaca Yang Jatuh Tak Pernah Membenci si Penulis... 
#senang sekali bisa dipertemukan dengan buku ini.^_^""
"
150;"Dimulai dengan alur yang datar dan cenderung lamban, kemudian menanjak tajam di sepertiga akhir buku ini. Pemilihan katanya oke. Banyak kalimat yang layak kutip. Karakter-karakter di dalamnya juga manusiawi. Tania cantik, pintar, tapi keras kepala, cenderung arogan. Danar baik kaya malaikat, tapi plin-plan, semua-semuanya dipendam sendiri. Tipikal yang bakal dibenci pembaca yang suka karakter sempurna. Endingnya begitu jujur dan realistis. Paling yang agak mengganggu adalah flashback di beberapa bagian yang ga ada pembatas yang jelas antara cerita sekarang dan masa lalu, jadi harus beberapa kali baca supaya ngerti.
"
153;"""Minggu kedua Januari saya dimulai dengan buku-buku romance yang bikin mewek (╥﹏╥)(╥﹏╥)(╥﹏╥)

Ini buku Tere Liye pertama yang saya baca. Bagus. Saya suka. Selain cerita romancenya, ada pelajaran tentang kemanusian dan kehidupan juga di sini.

Kalau saya yang jadi Tania, saya rasa saya juga akan jatuh cinta sama dia. Tapi sayang sekali. Seperti kata Anne, ini adalah tentang pilihan rasional. Ckckck. Dalam kasus Tania dan si dia ini, saya rasa cinta memang seharusnya dikatakan ya. Kalau tidak, rasa penyesalannya mungkin tidak akan bisa ditanggung. Hiks. Sudahlah. 3 dari 5 bintang. I liked it.""
"
154;"""Novel ringan yang enak dibaca, ga perlu banyak loading dan roaming, cukup untuk refreshing. Dan cukup mengisi kebopengan hati yang butuh akan dongeng cinta, dalam hal ini hati saya. Dengan plot cerita yang cocok buat dijadiin FTV atau film based on books yang lagi ngetrend sekarang.
Meskipun, agak kaget juga ngeliat ratingnya yang tinggi, karna menurut saya itu overrated. Apa ini karna endingnya yang """"realistis""""? Ga cukup ngaruh buat saya. Karna hampir keseluruhan isi dalam novel ini is too good to be true, dengan karakter dan jalan hidup yang terlalu """"smooth"""", dibalik segala macam bumbu drama kemelankolisannya. Tiga udah lebih dari cukup""
"
158;"""ngga nyangka banget nemu novel ini
penuh inspirasi + cerita yang menyentuh
jadi tentang dua manusia yg jatuh cinta, yang saling tak mengungkapkannya satu sama lain melalui perkataan namun terlihat melalui perbuatan. hal itu yang membuat rumit, dimana yang satu tidak mengungkpkan karena pikiran rasionalnya dan yang satu tak mengungkapkan karena memikirkan perasaan yg lain dan kedepannya bagaimana jik perasaan itu diungkapkan. walupun akhirny masing-masing tau
tapi saya nangkapnya 80% berujung sedih, karena hanya diakhiri kata, tanpa perbuatan dalam bentuk penjelasan
tapi lagi, novel ini recommended (y) ""
"
159;"""Sudah lama tertarik sama Tere liye bingung mau yang mana trus direkomen temen yg ini. terus setelah bolak balik bbrp kali ke toko buku akhirnya aku beli juga...dan...amazed with how he tell us the story....
cerita menarik dan beberapa kalimat mendalam yang dalemmm bgt isinya....

hal 247
"""" Dulu anne pernah bilang, orang yang memendam perasaan sering kali terjebak oleh hatinya sendiri. sibuk meranfkai semua kejadian disekitarnya untuk membenarkan hatinya berharap. sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. sehingga suatu ketika dia tidak tahu lagi mana simpul yang nyata dan mana simpul yang dusta.""""""
"
160;"""Baca buku ini di awal Januari 2012. Dari baca sampai selesai nggak berhenti nangis. Huhu...
bagus sekali bukunya. Wajib baca!
Soal bahasa saya nggak komen lagi deh. Bang Darwis emang jagonya merangkai kata-kata sederhana namun memiliki makna yang dalam. Satu yang mengganggu saya, kesalahan2 kecil seperti penulisan nama, beberapa kalimat, dan ejaan kok ya salah2. Entah bagaimana ngeditnya. Kalau penulis salah, bisa dimaklumi. Mungkin karena terburu2, atau kejenuhan mata membaca. Mestinya editor harus lebih jeli melihatnya""
"
161;"""1 kata. keren. keren banget ini novel, waw! 

penasaran banget apa yang Danar bilang ke Tania pas terkahir itu. aaaaaa walapun sedih gak happy ending :( 

keren! keren! keren banget ini novel x)) haha udah berapa kali saya bilang keren?)tapi emang keren banget, dari cara Tere Liye mengubah alur waktu dan cara penulisan dan penggambaran tokoh Tania kecil dan Tania dewasa itu bener-bener apik!

rekomendasi banget ini novel, dari dulu pengen beli dan akhirnya kesampean! dan bener dugaanku, novel ini emang bagus banget. :)""
"
162;"""membaca judul buku ini aja saya sudah penasaran dengan cerita dari buku ini. dan ketika saya membaca buku ini ekspektasi saya ternyata jauh di bawah buku ini. cerita dalam buku ini mengalir dengan sangat indah dan sangat lembut membuat pembacanya terhipnotis dengan tokoh dan alur yang di buat sih penulis, gak bisa membayangkan bagaimana bila saya jadi tokoh utama yang mencintai seseorang yang tak sanggup saya gapai. seseorang yang menurut sekeliling tidak mungkin bisa menjadi milik kita 

novel bagus dan layak dibaca""
"
163;"""ini adalah novel karya mba Tere Liye yang pertama aku baca..tadinya aku gak terlalu tertarik dengan novel ini karena setauku novelnya mba Tere itu ceritanya 'berat' semua. tapi akhirnya aku baca juga *dapet pinjeman dari manda hoho* eh dan ternyata.. aku suka sekali ceritanya, ceritanya sangat menyentuh..jujur aku sempet berkaca-kaca waktu membacanya. walaupun menurutku perbandingan umur antara Tania dan Danar terlampau jauh banget yah-_- tapi aku tetep suka ko! keren deh ceritany! tapi aku masih penasaran kira-kira Tania bakalan jadi sama Jhony Chan gak yah haha:p
P""
"
165;"""kalau lihat dari cover bukunya, kebanyakan teman2 saya tidak terlalu tertarik untuk membacanya. alhamdulillah, ketika melihat buku ini saya seperti ingin sekali menyelesaikannya. buku ini saya baca pertama kali saya kelas 2 smp atau kira2 tahun 2008 kalau tidak salah.
hingga saat ini, sepertinya sudah lebih dari 10 kali saya mengulang membaca buku ini. 
ceritanya sederhana, tidak muluk2. tapi, banyak sekali qoute2 yang benar2 mengena di hati pembacanya, seperti saya ini
benar2 buku yang sangat menginspirasi para kawula muda.""
"
166;"""Pertama baca buku ini, jujur aja kecewa bgt sama endingnya. Mungkin karena berharap happy ending.

Pertama baca buku ini, agak merasa aneh juga ngeliat anak yang suka sama om-om (maksudnya usia mereka kan beda jauh ya jadi jatohnya yg cowo itu om om kan..)

Tapi pas kedua kali baca, malah jd ketagihan.

Buku ini kaya ngejelasin kalo cinta itu buta. Kita bisa jatuh cinta sama siapa aja. Entah yang lebih tua bahkan udh kaya om om. Atau yg masih muda dan umurnya jauhbgt sama kita.

Dan, ya. Suka aja sama cara penulis deskripsiin ceritanya sampe akhir:)""
"
